order_date,0
2017-07-05,138.0
2017-07-06,140.0
2017-07-07,114.0
2017-07-08,83.0
2017-07-09,88.0
2017-07-10,140.0
2017-07-11,158.0
2017-07-12,145.0
2017-07-13,131.0
2017-07-14,148.0
2017-07-15,97.0
2017-07-16,107.0
2017-07-17,162.0
2017-07-18,188.0
2017-07-19,148.0
2017-07-20,139.0
2017-07-21,112.0
2017-07-22,87.0
2017-07-23,101.0
2017-07-24,157.0
2017-07-25,145.0
2017-07-26,117.0
2017-07-27,121.0
2017-07-28,130.0
2017-07-29,109.0
2017-07-30,114.0
2017-07-31,143.0
2017-08-01,161.0
2017-08-02,149.0
2017-08-03,144.0
2017-08-04,139.0
2017-08-05,113.0
2017-08-06,105.0
2017-08-07,157.0
2017-08-08,146.0
2017-08-09,140.0
2017-08-10,154.0
2017-08-11,133.0
2017-08-12,91.0
2017-08-13,90.0
2017-08-14,153.0
2017-08-15,186.0
2017-08-16,166.0
2017-08-17,153.0
2017-08-18,141.0
2017-08-19,106.0
2017-08-20,103.0
2017-08-21,172.0
2017-08-22,135.0
2017-08-23,111.0
2017-08-24,123.0
2017-08-25,117.0
2017-08-26,89.0
2017-08-27,115.0
2017-08-28,150.0
2017-08-29,135.0
2017-08-30,173.0
2017-08-31,143.0
2017-09-01,153.0
2017-09-02,102.0
2017-09-03,123.0
2017-09-04,147.0
2017-09-05,151.0
2017-09-06,138.0
2017-09-07,97.0
2017-09-08,111.0
2017-09-09,103.0
2017-09-10,132.0
2017-09-11,176.0
2017-09-12,200.0
2017-09-13,203.0
2017-09-14,163.0
2017-09-15,144.0
2017-09-16,125.0
2017-09-17,125.0
2017-09-18,179.0
2017-09-19,149.0
2017-09-20,158.0
2017-09-21,144.0
2017-09-22,133.0
2017-09-23,81.0
2017-09-24,112.0
2017-09-25,129.0
2017-09-26,174.0
2017-09-27,144.0
2017-09-28,140.0
2017-09-29,109.0
2017-09-30,105.0
2017-10-01,124.0
2017-10-02,140.0
2017-10-03,193.0
2017-10-04,156.0
2017-10-05,138.0
2017-10-06,124.0
2017-10-07,100.0
2017-10-08,124.0
2017-10-09,187.0
2017-10-10,175.0
2017-10-11,151.0
2017-10-12,136.0
2017-10-13,150.0
2017-10-14,114.0
2017-10-15,117.0
2017-10-16,188.0
2017-10-17,195.0
2017-10-18,176.0
2017-10-19,172.0
2017-10-20,118.0
2017-10-21,104.0
2017-10-22,152.0
2017-10-23,152.0
2017-10-24,162.0
2017-10-25,152.0
2017-10-26,140.0
2017-10-27,130.0
2017-10-28,85.0
2017-10-29,129.0
2017-10-30,138.0
2017-10-31,156.0
2017-11-01,108.0
2017-11-02,117.0
2017-11-03,138.0
2017-11-04,106.0
2017-11-05,137.0
2017-11-06,182.0
2017-11-07,154.0
2017-11-08,169.0
2017-11-09,182.0
2017-11-10,159.0
2017-11-11,152.0
2017-11-12,170.0
2017-11-13,197.0
2017-11-14,184.0
2017-11-15,176.0
2017-11-16,219.0
2017-11-17,185.0
2017-11-18,141.0
2017-11-19,157.0
2017-11-20,219.0
2017-11-21,222.0
2017-11-22,190.0
2017-11-23,268.0
2017-11-24,382.0
2017-11-25,382.0
2017-11-26,382.0
2017-11-27,382.0
2017-11-28,372.0
2017-11-29,314.0
2017-11-30,260.0
2017-12-01,267.0
2017-12-02,212.0
2017-12-03,227.0
2017-12-04,322.0
2017-12-05,269.0
2017-12-06,269.0
2017-12-07,223.0
2017-12-08,210.0
2017-12-09,154.0
2017-12-10,184.0
2017-12-11,262.0
2017-12-12,251.0
2017-12-13,215.0
2017-12-14,195.0
2017-12-15,185.0
2017-12-16,129.0
2017-12-17,130.0
2017-12-18,205.0
2017-12-19,173.0
2017-12-20,168.0
2017-12-21,140.0
2017-12-22,108.0
2017-12-23,101.0
2017-12-24,57.0
2017-12-25,86.0
2017-12-26,165.0
2017-12-27,164.0
2017-12-28,143.0
2017-12-29,132.0
2017-12-30,96.0
2017-12-31,71.0
2018-01-01,72.0
2018-01-02,200.0
2018-01-03,219.0
2018-01-04,248.0
2018-01-05,197.0
2018-01-06,213.0
2018-01-07,192.0
2018-01-08,287.0
2018-01-09,246.0
2018-01-10,271.0
2018-01-11,260.0
2018-01-12,234.0
2018-01-13,211.0
2018-01-14,229.0
2018-01-15,300.0
2018-01-16,296.0
2018-01-17,277.0
2018-01-18,236.0
2018-01-19,225.0
2018-01-20,182.0
2018-01-21,188.0
2018-01-22,305.0
2018-01-23,256.0
2018-01-24,236.0
2018-01-25,226.0
2018-01-26,223.0
2018-01-27,150.0
2018-01-28,149.0
2018-01-29,242.0
2018-01-30,248.0
2018-01-31,251.0
2018-02-01,227.0
2018-02-02,207.0
2018-02-03,189.0
2018-02-04,197.0
2018-02-05,265.0
2018-02-06,262.0
2018-02-07,242.0
2018-02-08,225.0
2018-02-09,208.0
2018-02-10,174.0
2018-02-11,165.0
2018-02-12,214.0
2018-02-13,217.0
2018-02-14,287.0
2018-02-15,270.0
2018-02-16,210.0
2018-02-17,198.0
2018-02-18,199.0
2018-02-19,251.0
2018-02-20,283.0
2018-02-21,260.0
2018-02-22,268.0
2018-02-23,232.0
2018-02-24,188.0
2018-02-25,231.0
2018-02-26,290.0
2018-02-27,293.0
2018-02-28,303.0
2018-03-01,268.0
2018-03-02,262.0
2018-03-03,205.0
2018-03-04,228.0
2018-03-05,252.0
2018-03-06,268.0
2018-03-07,254.0
2018-03-08,227.0
2018-03-09,197.0
2018-03-10,185.0
2018-03-11,215.0
2018-03-12,228.0
2018-03-13,217.0
2018-03-14,195.0
2018-03-15,272.0
2018-03-16,242.0
2018-03-17,176.0
2018-03-18,211.0
2018-03-19,293.0
2018-03-20,292.0
2018-03-21,277.0
2018-03-22,249.0
2018-03-23,209.0
2018-03-24,163.0
2018-03-25,188.0
2018-03-26,266.0
2018-03-27,239.0
2018-03-28,210.0
2018-03-29,188.0
2018-03-30,163.0
2018-03-31,164.0
2018-04-01,201.0
2018-04-02,274.0
2018-04-03,243.0
2018-04-04,252.0
2018-04-05,261.0
2018-04-06,181.0
2018-04-07,161.0
2018-04-08,183.0
